SKU,recent_avg_sales,previous_avg_sales,sales_trend,product_status
J0002-SKD-S,0.5,0.2,0.25,Trending
J0002-SKD-XL,1.0333333333333334,0.4666666666666667,0.3863636363636364,Trending
J0002-SKD-XS,0.4,0.23333333333333334,0.13513513513513514,Trending
J0002-SKD-XXL,0.5333333333333333,0.5333333333333333,0.0,Stable
J0002-SKD-XXXL,0.4666666666666667,0.6,-0.08333333333333331,Stable
J0003-SET-L,0.5,0.9,-0.2105263157894737,Fatiguing
J0003-SET-M,0.8,1.8333333333333333,-0.36470588235294116,Fatiguing
J0003-SET-S,2.1666666666666665,4.1,-0.3790849673202614,Fatiguing
J0003-SET-XL,0.5,1.9,-0.48275862068965514,Fatiguing
J0003-SET-XS,2.8666666666666667,2.1,0.24731182795698922,Trending
J0003-SET-XXL,0.6666666666666666,2.3,-0.494949494949495,Fatiguing
J0003-SET-XXXL,1.0333333333333334,3.1333333333333333,-0.5080645161290323,Fatiguing
J0004-SKD-L,0.5,0.36666666666666664,0.09756097560975611,Stable
J0004-SKD-M,0.3,0.3,0.0,Stable
J0004-SKD-S,0.2,0.23333333333333334,-0.027027027027027018,Stable
J0004-SKD-XL,0.4666666666666667,0.23333333333333334,0.18918918918918917,Trending
J0004-SKD-XXL,0.3333333333333333,0.3,0.025641025641025633,Stable
J0004-SKD-XXXL,0.43333333333333335,0.5333333333333333,-0.06521739130434781,Stable
J0005-DR-L,0.26666666666666666,0.9333333333333333,-0.3448275862068966,Fatiguing
J0005-DR-M,0.3333333333333333,0.0,0.3333333333333333,Trending
J0005-DR-S,0.6333333333333333,0.8333333333333334,-0.10909090909090911,Fatiguing
J0005-DR-XL,0.6333333333333333,0.7,-0.039215686274509796,Stable
J0005-DR-XS,0.3333333333333333,0.3333333333333333,0.0,Stable
J0005-DR-XXL,0.5333333333333333,0.4666666666666667,0.04545454545454544,Stable
J0005-DR-XXXL,0.36666666666666664,0.8333333333333334,-0.2545454545454546,Fatiguing
J0006-SET-L,0.7666666666666667,0.5,0.1777777777777778,Trending
J0006-SET-M,1.0333333333333334,1.1333333333333333,-0.04687499999999994,Stable
J0006-SET-S,0.7,0.6,0.062499999999999986,Stable
J0006-SET-XL,0.9,0.5666666666666667,0.21276595744680854,Trending
J0006-SET-XS,0.3333333333333333,0.16666666666666666,0.14285714285714285,Trending
J0006-SET-XXL,0.7,0.36666666666666664,0.24390243902439024,Trending
J0006-SET-XXXL,0.7,0.5333333333333333,0.10869565217391303,Trending
J0007-SKD-L,0.06666666666666667,0.13333333333333333,-0.058823529411764705,Stable
J0007-SKD-M,0.16666666666666666,0.2,-0.027777777777777797,Stable
J0007-SKD-XL,0.3,0.26666666666666666,0.026315789473684206,Stable
J0007-SKD-XXL,0.26666666666666666,0.1,0.1515151515151515,Trending
J0007-SKD-XXXL,0.23333333333333334,0.3333333333333333,-0.07499999999999998,Stable
J0008-SKD-L,1.6,1.2333333333333334,0.16417910447761194,Trending
J0008-SKD-M,1.7666666666666666,1.5,0.10666666666666665,Trending
J0008-SKD-S,0.7666666666666667,1.4,-0.26388888888888884,Fatiguing
J0008-SKD-XL,1.1333333333333333,1.0,0.06666666666666665,Stable
J0008-SKD-XS,1.3666666666666667,1.1333333333333333,0.10937500000000003,Trending
J0008-SKD-XXL,0.6333333333333333,0.7,-0.039215686274509796,Stable
J0008-SKD-XXXL,0.5666666666666667,0.5666666666666667,0.0,Stable
J0009-SKD-L,0.9666666666666667,0.7,0.15686274509803924,Trending
J0009-SKD-M,0.7,0.5666666666666667,0.08510638297872339,Stable
J0009-SKD-S,0.5666666666666667,0.26666666666666666,0.2368421052631579,Trending
J0009-SKD-XL,0.7666666666666667,0.23333333333333334,0.4324324324324325,Trending
J0009-SKD-XS,0.23333333333333334,0.13333333333333333,0.08823529411764706,Stable
J0009-SKD-XXL,0.4,0.2,0.16666666666666669,Trending
J0009-SKD-XXXL,0.5666666666666667,0.3,0.20512820512820512,Trending
J0010-LCD-L,0.2,0.26666666666666666,-0.05263157894736841,Stable
J0010-LCD-M,0.4,0.4,0.0,Stable
J0010-LCD-S,0.4666666666666667,0.26666666666666666,0.15789473684210528,Trending
J0010-LCD-XL,0.03333333333333333,0.13333333333333333,-0.08823529411764706,Stable
J0010-LCD-XS,0.26666666666666666,0.23333333333333334,0.027027027027027018,Stable
J0010-LCD-XXL,0.1,0.03333333333333333,0.06451612903225808,Stable
J0010-LCD-XXXL,0.16666666666666666,0.3333333333333333,-0.125,Fatiguing
J0011-LCD-M,0.36666666666666664,0.43333333333333335,-0.04651162790697677,Stable
J0011-LCD-S,0.26666666666666666,0.3333333333333333,-0.04999999999999999,Stable
J0011-LCD-XL,0.2,0.13333333333333333,0.05882352941176472,Stable
J0011-LCD-XS,0.1,0.23333333333333334,-0.1081081081081081,Fatiguing
J0011-LCD-XXL,0.1,0.13333333333333333,-0.029411764705882346,Stable
J0011-LCD-XXXL,0.16666666666666666,0.1,0.06060606060606059,Stable
J0012-SKD-L,1.0,0.7333333333333333,0.15384615384615388,Trending
J0012-SKD-M,0.43333333333333335,0.7333333333333333,-0.17307692307692304,Fatiguing
J0012-SKD-S,0.3333333333333333,0.36666666666666664,-0.02439024390243902,Stable
J0012-SKD-XL,1.2,0.7333333333333333,0.2692307692307692,Trending
J0012-SKD-XS,0.5333333333333333,0.26666666666666666,0.2105263157894737,Trending
J0012-SKD-XXL,0.6333333333333333,1.0,-0.18333333333333335,Fatiguing
J0012-SKD-XXXL,0.26666666666666666,0.6,-0.20833333333333331,Fatiguing
J0013-SKD-L,0.23333333333333334,0.6333333333333333,-0.24489795918367346,Fatiguing
J0013-SKD-M,0.6333333333333333,0.43333333333333335,0.1395348837209302,Trending
J0013-SKD-S,0.36666666666666664,0.16666666666666666,0.1714285714285714,Trending
J0013-SKD-XS,0.3333333333333333,0.13333333333333333,0.1764705882352941,Trending
J0013-SKD-XXL,0.3,0.5,-0.13333333333333333,Fatiguing
J0013-SKD-XXXL,0.26666666666666666,0.23333333333333334,0.027027027027027018,Stable
J0014-LCD-M,0.06666666666666667,0.3,-0.1794871794871795,Fatiguing
J0014-LCD-S,0.3,0.2,0.08333333333333331,Stable
J0014-LCD-XL,0.06666666666666667,0.06666666666666667,0.0,Stable
J0014-LCD-XS,0.23333333333333334,0.13333333333333333,0.08823529411764706,Stable
J0023-TP-XL,0.03333333333333333,0.03333333333333333,0.0,Stable
J0023-TP-XS,0.1,0.1,0.0,Stable
J0023-TP-XXL,0.3,0.5,-0.13333333333333333,Fatiguing
J0025-DR-S,0.06666666666666667,0.23333333333333334,-0.13513513513513514,Fatiguing
J0025-DR-XS,0.43333333333333335,0.26666666666666666,0.13157894736842107,Trending
J0025-DR-XXL,0.03333333333333333,0.16666666666666666,-0.11428571428571428,Fatiguing
J0027-SET-S,0.03333333333333333,0.03333333333333333,0.0,Stable
J0027-SET-XS,0.03333333333333333,0.06666666666666667,-0.03125,Stable
J0033-KR-XL,0.03333333333333333,0.0,0.03333333333333333,Stable
J0033-KR-XXXL,0.1,0.1,0.0,Stable
J0034-SET-M,0.06666666666666667,0.03333333333333333,0.03225806451612903,Stable
J0034-SET-XXL,0.06666666666666667,0.06666666666666667,0.0,Stable
J0036-TP-XS,0.06666666666666667,0.0,0.06666666666666667,Stable
J0037-KR-XXXL,0.1,0.03333333333333333,0.06451612903225808,Stable
J0041-SET-L,0.6333333333333333,0.9,-0.14035087719298248,Fatiguing
J0041-SET-M,0.26666666666666666,1.1666666666666667,-0.4153846153846154,Fatiguing
J0041-SET-S,0.23333333333333334,0.9666666666666667,-0.3728813559322034,Fatiguing
J0041-SET-XL,1.0,1.2,-0.09090909090909088,Stable
J0041-SET-XS,0.5666666666666667,1.1666666666666667,-0.27692307692307694,Fatiguing
J0044-TP-S,0.06666666666666667,0.0,0.06666666666666667,Stable
J0048-TP-S,0.03333333333333333,0.03333333333333333,0.0,Stable
J0055-SET-XS,0.03333333333333333,0.06666666666666667,-0.03125,Stable
J0057-DR-XS,0.06666666666666667,0.13333333333333333,-0.058823529411764705,Stable
J0072-KR-XL,0.06666666666666667,0.06666666666666667,0.0,Stable
J0073-KR-XL,0.03333333333333333,0.03333333333333333,0.0,Stable
J0073-KR-XXXL,0.03333333333333333,0.06666666666666667,-0.03125,Stable
J0074-TP-XL,0.03333333333333333,0.0,0.03333333333333333,Stable
J0077-SKD-L,0.03333333333333333,0.03333333333333333,0.0,Stable
J0077-SKD-S,0.16666666666666666,0.16666666666666666,0.0,Stable
J0077-SKD-XS,0.26666666666666666,0.06666666666666667,0.1875,Trending
J0078-SET-S,0.06666666666666667,0.03333333333333333,0.03225806451612903,Stable
J0080-TP-XS,0.26666666666666666,0.3,-0.025641025641025633,Stable
J0081-DR-L,0.13333333333333333,0.0,0.13333333333333333,Trending
J0081-DR-XL,0.03333333333333333,0.1,-0.060606060606060615,Stable
J0082-TP-XL,0.1,0.1,0.0,Stable
J0083-KR-L,0.3,0.13333333333333333,0.14705882352941177,Trending
J0083-KR-M,0.2,0.2,0.0,Stable
J0083-KR-XL,0.3,0.03333333333333333,0.25806451612903225,Trending
J0083-KR-XXXL,0.16666666666666666,0.06666666666666667,0.09375,Stable
J0085-TP-S,0.1,0.13333333333333333,-0.029411764705882346,Stable
J0085-TP-XL,0.16666666666666666,0.1,0.06060606060606059,Stable
J0085-TP-XXXL,0.03333333333333333,0.0,0.03333333333333333,Stable
J0087-TP-XXL,0.03333333333333333,0.06666666666666667,-0.03125,Stable
J0088-TP-M,0.16666666666666666,0.0,0.16666666666666666,Trending
J0088-TP-S,0.13333333333333333,0.03333333333333333,0.0967741935483871,Stable
J0088-TP-XL,0.16666666666666666,0.13333333333333333,0.029411764705882346,Stable
J0088-TP-XS,0.06666666666666667,0.03333333333333333,0.03225806451612903,Stable
J0088-TP-XXL,0.13333333333333333,0.0,0.13333333333333333,Trending
J0088-TP-XXXL,0.16666666666666666,0.06666666666666667,0.09375,Stable
J0089-TP-S,0.06666666666666667,0.03333333333333333,0.03225806451612903,Stable
J0089-TP-XL,0.06666666666666667,0.06666666666666667,0.0,Stable
J0089-TP-XS,0.03333333333333333,0.03333333333333333,0.0,Stable
J0089-TP-XXL,0.1,0.13333333333333333,-0.029411764705882346,Stable
J0089-TP-XXXL,0.13333333333333333,0.03333333333333333,0.0967741935483871,Stable
J0090-TP-L,0.06666666666666667,0.1,-0.030303030303030307,Stable
J0090-TP-S,0.13333333333333333,0.13333333333333333,0.0,Stable
J0090-TP-XS,0.06666666666666667,0.0,0.06666666666666667,Stable
J0090-TP-XXXL,0.1,0.0,0.1,Trending
J0091-TP-L,0.03333333333333333,0.0,0.03333333333333333,Stable
J0091-TP-M,0.1,0.0,0.1,Trending
J0091-TP-XL,0.06666666666666667,0.16666666666666666,-0.0857142857142857,Stable
J0091-TP-XXL,0.13333333333333333,0.06666666666666667,0.0625,Stable
J0091-TP-XXXL,0.2,0.06666666666666667,0.12500000000000003,Trending
J0092-SET-L,0.26666666666666666,0.23333333333333334,0.027027027027027018,Stable
J0092-SET-XL,0.2,0.23333333333333334,-0.027027027027027018,Stable
J0092-SET-XS,0.1,0.03333333333333333,0.06451612903225808,Stable
J0092-SET-XXXL,0.16666666666666666,0.23333333333333334,-0.054054054054054064,Stable
J0094-KR-L,0.16666666666666666,0.16666666666666666,0.0,Stable
J0094-KR-M,0.13333333333333333,0.5333333333333333,-0.26086956521739135,Fatiguing
J0094-KR-S,0.13333333333333333,0.06666666666666667,0.0625,Stable
J0094-KR-XL,0.16666666666666666,0.13333333333333333,0.029411764705882346,Stable
J0094-KR-XS,0.13333333333333333,0.06666666666666667,0.0625,Stable
J0094-KR-XXL,0.1,0.13333333333333333,-0.029411764705882346,Stable
J0095-SET-L,0.7333333333333333,1.1333333333333333,-0.1875,Fatiguing
J0095-SET-M,0.5333333333333333,1.0333333333333334,-0.24590163934426237,Fatiguing
J0095-SET-S,0.4,0.26666666666666666,0.10526315789473686,Trending
J0095-SET-XL,0.3333333333333333,0.9666666666666667,-0.3220338983050847,Fatiguing
J0095-SET-XS,0.23333333333333334,0.23333333333333334,0.0,Stable
J0095-SET-XXL,0.7333333333333333,1.3,-0.24637681159420297,Fatiguing
J0095-SET-XXXL,0.3333333333333333,1.0333333333333334,-0.3442622950819673,Fatiguing
J0096-KR-L,0.26666666666666666,0.3,-0.025641025641025633,Stable
J0096-KR-M,0.1,0.4,-0.21428571428571433,Fatiguing
J0096-KR-XL,0.26666666666666666,0.8666666666666667,-0.32142857142857145,Fatiguing
J0096-KR-XXL,1.0,0.4666666666666667,0.3636363636363636,Trending
J0096-KR-XXXL,0.1,0.26666666666666666,-0.13157894736842105,Fatiguing
J0097-KR-L,1.1,0.5666666666666667,0.34042553191489366,Trending
J0097-KR-M,1.3,0.9666666666666667,0.16949152542372883,Trending
J0097-KR-S,1.0333333333333334,0.36666666666666664,0.48780487804878053,Trending
J0097-KR-XL,0.06666666666666667,0.16666666666666666,-0.0857142857142857,Stable
J0097-KR-XS,0.3,0.16666666666666666,0.11428571428571428,Trending
J0097-KR-XXL,0.43333333333333335,0.3333333333333333,0.07500000000000002,Stable
J0097-KR-XXXL,0.36666666666666664,0.4666666666666667,-0.0681818181818182,Stable
J0098-TP-M,0.03333333333333333,0.2,-0.13888888888888892,Fatiguing
J0098-TP-XS,0.06666666666666667,0.13333333333333333,-0.058823529411764705,Stable
J0098-TP-XXL,0.13333333333333333,0.0,0.13333333333333333,Trending
J0100-DR-XXXL,0.03333333333333333,0.0,0.03333333333333333,Stable
J0101-DR-XXL,0.1,0.0,0.1,Trending
J0103-SKD-S,0.06666666666666667,0.0,0.06666666666666667,Stable
J0103-SKD-XS,0.16666666666666666,0.0,0.16666666666666666,Trending
J0103-SKD-XXL,0.06666666666666667,0.0,0.06666666666666667,Stable
J0103-SKD-XXXL,0.2,0.1,0.09090909090909091,Stable
J0104-KR-XS,0.06666666666666667,0.13333333333333333,-0.058823529411764705,Stable
J0105-KR-M,0.1,0.13333333333333333,-0.029411764705882346,Stable
J0105-KR-XXL,0.1,0.03333333333333333,0.06451612903225808,Stable
J0106-KR-L,0.03333333333333333,0.06666666666666667,-0.03125,Stable
J0106-KR-XXXL,0.23333333333333334,0.16666666666666666,0.05714285714285715,Stable
J0108-SKD-L,0.16666666666666666,0.16666666666666666,0.0,Stable
J0108-SKD-M,0.23333333333333334,0.3333333333333333,-0.07499999999999998,Stable
J0108-SKD-XL,0.13333333333333333,0.23333333333333334,-0.08108108108108109,Stable
J0108-SKD-XS,0.1,0.03333333333333333,0.06451612903225808,Stable
J0108-SKD-XXL,0.06666666666666667,0.03333333333333333,0.03225806451612903,Stable
J0108-SKD-XXXL,0.03333333333333333,0.3333333333333333,-0.225,Fatiguing
J0109-SKD-L,0.06666666666666667,0.06666666666666667,0.0,Stable
J0109-SKD-XXL,0.03333333333333333,0.0,0.03333333333333333,Stable
J0109-SKD-XXXL,0.06666666666666667,0.0,0.06666666666666667,Stable
J0111-TP-XL,0.1,0.2,-0.08333333333333334,Stable
J0111-TP-XS,0.06666666666666667,0.03333333333333333,0.03225806451612903,Stable
J0111-TP-XXL,0.2,0.4666666666666667,-0.1818181818181818,Fatiguing
J0111-TP-XXXL,0.16666666666666666,0.5,-0.22222222222222224,Fatiguing
J0112-TP-L,0.06666666666666667,0.1,-0.030303030303030307,Stable
J0112-TP-M,0.06666666666666667,0.0,0.06666666666666667,Stable
J0112-TP-XS,0.1,0.0,0.1,Trending
J0113-TP-M,0.7333333333333333,0.7,0.019607843137254898,Stable
J0113-TP-XL,0.13333333333333333,1.0,-0.43333333333333335,Fatiguing
J0113-TP-XS,0.23333333333333334,0.3333333333333333,-0.07499999999999998,Stable
J0113-TP-XXL,0.2,0.5333333333333333,-0.21739130434782608,Fatiguing
J0113-TP-XXXL,0.23333333333333334,0.23333333333333334,0.0,Stable
J0116-TP-S,0.06666666666666667,0.0,0.06666666666666667,Stable
J0117-TP-M,1.2333333333333334,1.4333333333333333,-0.08219178082191778,Stable
J0117-TP-S,0.7,0.36666666666666664,0.24390243902439024,Trending
J0117-TP-XL,1.1,1.8,-0.25,Fatiguing
J0117-TP-XS,0.43333333333333335,0.26666666666666666,0.13157894736842107,Trending
J0117-TP-XXL,1.1666666666666667,1.5333333333333334,-0.14473684210526316,Fatiguing
J0117-TP-XXXL,1.2,0.8,0.22222222222222215,Trending
J0118-TP-L,0.6666666666666666,1.0333333333333334,-0.1803278688524591,Fatiguing
J0118-TP-M,0.26666666666666666,0.6333333333333333,-0.22448979591836735,Fatiguing
J0118-TP-S,0.26666666666666666,0.43333333333333335,-0.11627906976744187,Fatiguing
J0118-TP-XL,0.6666666666666666,1.9666666666666666,-0.43820224719101114,Fatiguing
J0118-TP-XS,0.1,0.06666666666666667,0.03125000000000001,Stable
J0118-TP-XXL,1.0666666666666667,1.8,-0.2619047619047619,Fatiguing
J0118-TP-XXXL,0.7,2.1666666666666665,-0.4631578947368421,Fatiguing
J0119-TP-L,1.5,2.033333333333333,-0.17582417582417578,Fatiguing
J0119-TP-M,1.6,1.3333333333333333,0.11428571428571437,Trending
J0119-TP-S,0.8,0.26666666666666666,0.42105263157894746,Trending
J0119-TP-XL,1.5333333333333334,2.4,-0.25490196078431365,Fatiguing
J0119-TP-XS,0.3,0.23333333333333334,0.054054054054054036,Stable
J0119-TP-XXL,1.3333333333333333,2.6,-0.3518518518518519,Fatiguing
J0119-TP-XXXL,1.2,2.966666666666667,-0.44537815126050423,Fatiguing
J0122-TP-M,0.03333333333333333,0.1,-0.060606060606060615,Stable
J0122-TP-S,0.1,0.2,-0.08333333333333334,Stable
J0122-TP-XXL,0.03333333333333333,0.13333333333333333,-0.08823529411764706,Stable
J0122-TP-XXXL,0.23333333333333334,0.7,-0.2745098039215686,Fatiguing
J0123-TP-XXL,0.13333333333333333,0.06666666666666667,0.0625,Stable
J0124-TP-L,0.16666666666666666,0.13333333333333333,0.029411764705882346,Stable
J0124-TP-M,0.1,0.1,0.0,Stable
J0124-TP-S,0.1,0.1,0.0,Stable
J0124-TP-XL,0.13333333333333333,0.1,0.030303030303030293,Stable
J0124-TP-XXL,0.13333333333333333,0.1,0.030303030303030293,Stable
J0124-TP-XXXL,0.03333333333333333,0.06666666666666667,-0.03125,Stable
J0126-SKD-L,0.13333333333333333,0.03333333333333333,0.0967741935483871,Stable
J0126-SKD-M,0.13333333333333333,0.1,0.030303030303030293,Stable
J0126-SKD-S,0.06666666666666667,0.03333333333333333,0.03225806451612903,Stable
J0126-SKD-XXL,0.2,0.2,0.0,Stable
J0126-SKD-XXXL,0.06666666666666667,0.23333333333333334,-0.13513513513513514,Fatiguing
J0127-SKD-S,0.1,0.2,-0.08333333333333334,Stable
J0127-SKD-XS,0.2,0.06666666666666667,0.12500000000000003,Trending
J0131-KR-L,0.03333333333333333,0.03333333333333333,0.0,Stable
J0131-KR-S,0.0,0.03333333333333333,-0.03225806451612903,Stable
J0131-KR-XS,0.06666666666666667,0.03333333333333333,0.03225806451612903,Stable
J0131-KR-XXL,0.03333333333333333,0.13333333333333333,-0.08823529411764706,Stable
J0132-KR-XS,0.1,0.03333333333333333,0.06451612903225808,Stable
J0132-KR-XXXL,0.1,0.3333333333333333,-0.175,Fatiguing
J0133-KR-A-M,0.03333333333333333,0.0,0.03333333333333333,Stable
J0134-SET-L,0.06666666666666667,0.06666666666666667,0.0,Stable
J0134-SET-XL,0.1,0.2,-0.08333333333333334,Stable
J0134-SET-XS,0.0,0.13333333333333333,-0.11764705882352941,Fatiguing
J0134-SET-XXL,0.03333333333333333,0.03333333333333333,0.0,Stable
J0135-SET-L,0.06666666666666667,0.5333333333333333,-0.30434782608695654,Fatiguing
J0135-SET-M,0.16666666666666666,0.5,-0.22222222222222224,Fatiguing
J0135-SET-XL,0.2,0.6,-0.24999999999999997,Fatiguing
J0135-SET-XS,0.16666666666666666,0.1,0.06060606060606059,Stable
J0135-SET-XXL,0.06666666666666667,0.2,-0.11111111111111113,Fatiguing
J0136-KR-S,0.0,0.03333333333333333,-0.03225806451612903,Stable
J0136-KR-XS,0.03333333333333333,0.0,0.03333333333333333,Stable
J0136-KR-XXL,0.06666666666666667,0.1,-0.030303030303030307,Stable
J0137-SET-L,0.16666666666666666,0.06666666666666667,0.09375,Stable
J0137-SET-S,0.06666666666666667,0.03333333333333333,0.03225806451612903,Stable
J0137-SET-XXL,0.13333333333333333,0.0,0.13333333333333333,Trending
J0139-KR-L,0.06666666666666667,0.1,-0.030303030303030307,Stable
J0139-KR-S,0.06666666666666667,0.06666666666666667,0.0,Stable
J0139-KR-XL,0.0,0.1,-0.09090909090909091,Stable
J0139-KR-XXL,0.03333333333333333,0.3,-0.20512820512820512,Fatiguing
J0139-KR-XXXL,0.06666666666666667,0.5666666666666667,-0.3191489361702128,Fatiguing
J0142-KR-M,0.03333333333333333,0.2,-0.13888888888888892,Fatiguing
J0147-SET-XL,0.2,0.16666666666666666,0.028571428571428588,Stable
J0147-SET-XXL,0.1,0.1,0.0,Stable
J0147-SET-XXXL,0.13333333333333333,0.03333333333333333,0.0967741935483871,Stable
J0148-SET-L,0.06666666666666667,0.16666666666666666,-0.0857142857142857,Stable
J0148-SET-M,0.1,0.06666666666666667,0.03125000000000001,Stable
J0148-SET-XL,0.13333333333333333,0.36666666666666664,-0.17073170731707316,Fatiguing
J0148-SET-XXL,0.26666666666666666,0.03333333333333333,0.22580645161290322,Trending
J0148-SET-XXXL,0.1,0.13333333333333333,-0.029411764705882346,Stable
J0150-KR-S,0.3333333333333333,0.6333333333333333,-0.1836734693877551,Fatiguing
J0150-KR-XXL,0.03333333333333333,0.3333333333333333,-0.225,Fatiguing
J0151-KR-L,0.16666666666666666,0.16666666666666666,0.0,Stable
J0151-KR-XS,0.16666666666666666,0.1,0.06060606060606059,Stable
J0151-KR-XXL,0.03333333333333333,0.1,-0.060606060606060615,Stable
J0152-DR-L,0.5,0.3333333333333333,0.12500000000000003,Trending
J0152-DR-S,0.2,0.1,0.09090909090909091,Stable
J0152-DR-XS,0.03333333333333333,0.03333333333333333,0.0,Stable
J0153-DR-L,0.0,0.06666666666666667,-0.0625,Stable
J0153-DR-S,0.2,0.2,0.0,Stable
J0153-DR-XL,0.13333333333333333,0.13333333333333333,0.0,Stable
J0153-DR-XXL,0.06666666666666667,0.1,-0.030303030303030307,Stable
J0153-DR-XXXL,0.06666666666666667,0.1,-0.030303030303030307,Stable
J0157-DR-L,1.8666666666666667,0.7333333333333333,0.6538461538461539,Trending
J0157-DR-M,1.1,0.9333333333333333,0.08620689655172417,Stable
J0157-DR-S,0.5666666666666667,0.36666666666666664,0.14634146341463414,Trending
J0157-DR-XL,1.0333333333333334,0.43333333333333335,0.4186046511627908,Trending
J0157-DR-XS,0.16666666666666666,0.4,-0.1666666666666667,Fatiguing
J0157-DR-XXL,1.5333333333333334,0.5,0.688888888888889,Trending
J0157-DR-XXXL,0.4,0.4,0.0,Stable
J0158-DR-L,0.36666666666666664,0.23333333333333334,0.10810810810810807,Trending
J0158-DR-M,0.03333333333333333,0.16666666666666666,-0.11428571428571428,Fatiguing
J0158-DR-S,0.13333333333333333,0.06666666666666667,0.0625,Stable
J0158-DR-XL,0.06666666666666667,0.3,-0.1794871794871795,Fatiguing
J0158-DR-XS,0.06666666666666667,0.06666666666666667,0.0,Stable
J0158-DR-XXL,0.2,0.16666666666666666,0.028571428571428588,Stable
J0158-DR-XXXL,0.16666666666666666,0.23333333333333334,-0.054054054054054064,Stable
J0159-DR-L,0.06666666666666667,0.03333333333333333,0.03225806451612903,Stable
J0159-DR-S,0.23333333333333334,0.0,0.23333333333333334,Trending
J0161-DR-XXL,0.0,0.06666666666666667,-0.0625,Stable
J0162-SKD-L,0.03333333333333333,0.13333333333333333,-0.08823529411764706,Stable
J0162-SKD-XL,0.1,0.06666666666666667,0.03125000000000001,Stable
J0162-SKD-XXL,0.13333333333333333,0.03333333333333333,0.0967741935483871,Stable
J0162-SKD-XXXL,0.1,0.13333333333333333,-0.029411764705882346,Stable
J0163-SKD-L,0.06666666666666667,0.0,0.06666666666666667,Stable
J0163-SKD-S,0.03333333333333333,0.1,-0.060606060606060615,Stable
J0164-DR-L,0.6333333333333333,0.5333333333333333,0.06521739130434781,Stable
J0164-DR-M,0.1,0.5333333333333333,-0.28260869565217395,Fatiguing
J0164-DR-S,0.5333333333333333,0.43333333333333335,0.0697674418604651,Stable
J0164-DR-XL,0.4,0.4,0.0,Stable
J0164-DR-XXL,0.5666666666666667,0.5,0.04444444444444443,Stable
